ID,Ref.,Cit.,Alloy,Dmax,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta
197,[36],"[36] W. Zhang, C. Fang, Y. Li, Ferromagnetic Fe-based bulk metallic glasses with high thermoplastic formability, Scr. Mater. 69 (2013) 77–80. https://doi.org/10.1016/j.scriptamat.2013.03.003.",Fe55Co10Ni5Mo5P10C10B5,4,0.55,0.1,0.05,0,0,0.05,0,0,0,0.05,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
198,[36],"[36] W. Zhang, C. Fang, Y. Li, Ferromagnetic Fe-based bulk metallic glasses with high thermoplastic formability, Scr. Mater. 69 (2013) 77–80. https://doi.org/10.1016/j.scriptamat.2013.03.003.",Fe69Cr2Mo5P12C10B2,3,0.69,0,0.02,0,0,0,0,0,0.02,0.05,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
199,[37],"[37] Z. Li, S. Zhou, Y. Wang, R. Xiang, G. Zhang, Enhancement of the soft magnetic properties and improvement of the deformation ability of a ferromagnetic (Fe0.76Si0.09B0.1P0.05)99Nb1 bulk metallic glass, Mater. Lett. 148 (2015) 99–102.https://doi.org/10.1016/j.matlet.2015.02.009.",(Fe0.76Si0.09B0.1P0.05)99Nb1,3.5,0.7524,0,0.099,0.0891,0.01,0,0,0,0,0,0.0495,0,0,0,0,0,0,0,0,0,0,0,0
200,[37],"[37] Z. Li, S. Zhou, Y. Wang, R. Xiang, G. Zhang, Enhancement of the soft magnetic properties and improvement of the deformation ability of a ferromagnetic (Fe0.76Si0.09B0.1P0.05)99Nb1 bulk metallic glass, Mater. Lett. 148 (2015) 99–102.https://doi.org/10.1016/j.matlet.2015.02.009.",(Fe0.76Si0.09B0.1P0.05)98.75Nb1Cu0.25 ,3,0.7505,0,0.09875,0.08887,0.01,0,0,0,0,0,0.04938,0,0,0,0,0,0,0,0,0.0025,0,0,0
201,[38],"[38] H.Y. Jung, M. Stoica, S.H. Yi, D.H. Kim, J. Eckert, Influence of Al on glass forming ability and nanocrystallization behavior of cast-iron based bulk amorphous alloy, J. Mater. Res. 30 (2015) 818–824. https://doi.org/10.1557/jmr.2015.48.",Fe75.5C6.0Si3.3B5.5P8.7Cu1.0,1,0.755,0,0.055,0.033,0,0,0,0,0,0,0.087,0.06,0,0,0,0,0,0,0,0.01,0,0,0
202,[38],"[38] H.Y. Jung, M. Stoica, S.H. Yi, D.H. Kim, J. Eckert, Influence of Al on glass forming ability and nanocrystallization behavior of cast-iron based bulk amorphous alloy, J. Mater. Res. 30 (2015) 818–824. https://doi.org/10.1557/jmr.2015.48.",Fe74.5C6.0Si3.3B5.5P8.7Cu1.0Al1 ,2,0.745,0,0.055,0.033,0,0,0,0,0,0,0.087,0.06,0,0.01,0,0,0,0,0,0.01,0,0,0
203,[39],"[39] J. Wang, W. Cao, L. Wang, S. Zhu, S. Guan, L. Huang, R. Li, T. Zhang, Fe–Al–P–C–B bulk metallic glass with good mechanical and soft magnetic properties, J. Alloys Compd. 637 (2015) 5–9. https://doi.org/10.1016/j.jallcom.2015.02.205.",Fe77Al3P11C9,2,0.77,0,0,0,0,0,0,0,0,0,0.11,0.09,0,0.03,0,0,0,0,0,0,0,0,0
204,[39],"[39] J. Wang, W. Cao, L. Wang, S. Zhu, S. Guan, L. Huang, R. Li, T. Zhang, Fe–Al–P–C–B bulk metallic glass with good mechanical and soft magnetic properties, J. Alloys Compd. 637 (2015) 5–9. https://doi.org/10.1016/j.jallcom.2015.02.205.",Fe77Al3P10C9B1,2.5,0.77,0,0.01,0,0,0,0,0,0,0,0.1,0.09,0,0.03,0,0,0,0,0,0,0,0,0
205,[39],"[39] J. Wang, W. Cao, L. Wang, S. Zhu, S. Guan, L. Huang, R. Li, T. Zhang, Fe–Al–P–C–B bulk metallic glass with good mechanical and soft magnetic properties, J. Alloys Compd. 637 (2015) 5–9. https://doi.org/10.1016/j.jallcom.2015.02.205.",Fe77Al3P9C9B2,3,0.77,0,0.02,0,0,0,0,0,0,0,0.09,0.09,0,0.03,0,0,0,0,0,0,0,0,0
206,[39],"[39] J. Wang, W. Cao, L. Wang, S. Zhu, S. Guan, L. Huang, R. Li, T. Zhang, Fe–Al–P–C–B bulk metallic glass with good mechanical and soft magnetic properties, J. Alloys Compd. 637 (2015) 5–9. https://doi.org/10.1016/j.jallcom.2015.02.205.",Fe77Al3P8C9B3,2.5,0.77,0,0.03,0,0,0,0,0,0,0,0.08,0.09,0,0.03,0,0,0,0,0,0,0,0,0
207,[39],"[39] J. Wang, W. Cao, L. Wang, S. Zhu, S. Guan, L. Huang, R. Li, T. Zhang, Fe–Al–P–C–B bulk metallic glass with good mechanical and soft magnetic properties, J. Alloys Compd. 637 (2015) 5–9. https://doi.org/10.1016/j.jallcom.2015.02.205.",Fe77Al3P7C9B4,2,0.77,0,0.04,0,0,0,0,0,0,0,0.07,0.09,0,0.03,0,0,0,0,0,0,0,0,0
208,[39],"[39] J. Wang, W. Cao, L. Wang, S. Zhu, S. Guan, L. Huang, R. Li, T. Zhang, Fe–Al–P–C–B bulk metallic glass with good mechanical and soft magnetic properties, J. Alloys Compd. 637 (2015) 5–9. https://doi.org/10.1016/j.jallcom.2015.02.205.",Fe77Al3P6C9B5,1,0.77,0,0.05,0,0,0,0,0,0,0,0.06,0.09,0,0.03,0,0,0,0,0,0,0,0,0
209,[40],"[40] H. Miao, C. Chang, Y. Li, Y. Wang, X. Jia, W. Zhang, Fabrication and properties of soft magnetic Fe–Co–Ni–P–C–B bulk metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 421 (2015) 24–29. https://doi.org/10.1016/j.jnoncrysol.2015.04.006.",Fe75P10C10B5,0.5,0.75,0,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
210,[40],"[40] H. Miao, C. Chang, Y. Li, Y. Wang, X. Jia, W. Zhang, Fabrication and properties of soft magnetic Fe–Co–Ni–P–C–B bulk metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 421 (2015) 24–29. https://doi.org/10.1016/j.jnoncrysol.2015.04.006.",Fe60Co15P10C10B5,1,0.6,0.15,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
211,[40],"[40] H. Miao, C. Chang, Y. Li, Y. Wang, X. Jia, W. Zhang, Fabrication and properties of soft magnetic Fe–Co–Ni–P–C–B bulk metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 421 (2015) 24–29. https://doi.org/10.1016/j.jnoncrysol.2015.04.006.",Fe50Co25P10C10B5,1.5,0.5,0.25,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
212,[40],"[40] H. Miao, C. Chang, Y. Li, Y. Wang, X. Jia, W. Zhang, Fabrication and properties of soft magnetic Fe–Co–Ni–P–C–B bulk metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 421 (2015) 24–29. https://doi.org/10.1016/j.jnoncrysol.2015.04.006.",Fe40Co35P10C10B5,2,0.4,0.35,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
213,[40],"[40] H. Miao, C. Chang, Y. Li, Y. Wang, X. Jia, W. Zhang, Fabrication and properties of soft magnetic Fe–Co–Ni–P–C–B bulk metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 421 (2015) 24–29. https://doi.org/10.1016/j.jnoncrysol.2015.04.006.",Fe30Co45P10C10B5,1,0.3,0.45,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
214,[40],"[40] H. Miao, C. Chang, Y. Li, Y. Wang, X. Jia, W. Zhang, Fabrication and properties of soft magnetic Fe–Co–Ni–P–C–B bulk metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 421 (2015) 24–29. https://doi.org/10.1016/j.jnoncrysol.2015.04.006.",Fe40Co30Ni5P10C10B5,2,0.4,0.3,0.05,0,0,0.05,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
215,[40],"[40] H. Miao, C. Chang, Y. Li, Y. Wang, X. Jia, W. Zhang, Fabrication and properties of soft magnetic Fe–Co–Ni–P–C–B bulk metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 421 (2015) 24–29. https://doi.org/10.1016/j.jnoncrysol.2015.04.006.",Fe40Co20Ni15P10C10B5,2.5,0.4,0.2,0.05,0,0,0.15,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
216,[40],"[40] H. Miao, C. Chang, Y. Li, Y. Wang, X. Jia, W. Zhang, Fabrication and properties of soft magnetic Fe–Co–Ni–P–C–B bulk metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 421 (2015) 24–29. https://doi.org/10.1016/j.jnoncrysol.2015.04.006.",Fe40Co10Ni25P10C10B5,2,0.4,0.1,0.05,0,0,0.25,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
217,[41],"[41] M. Shi, S. Pang, T. Zhang, Towards improved integrated properties in FeCrPCB bulk metallic glasses by Cr addition, Intermetallics. 61 (2015) 16–20. https://doi.org/10.1016/j.intermet.2015.02.010.",Fe78Cr2P9C9B2,1.8,0.78,0,0.02,0,0,0,0,0,0.02,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
218,[41],"[41] M. Shi, S. Pang, T. Zhang, Towards improved integrated properties in FeCrPCB bulk metallic glasses by Cr addition, Intermetallics. 61 (2015) 16–20. https://doi.org/10.1016/j.intermet.2015.02.010.",Fe75Cr5P9C9B2 ,1.5,0.75,0,0.02,0,0,0,0,0,0.05,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
219,[41],"[41] M. Shi, S. Pang, T. Zhang, Towards improved integrated properties in FeCrPCB bulk metallic glasses by Cr addition, Intermetallics. 61 (2015) 16–20. https://doi.org/10.1016/j.intermet.2015.02.010.",Fe72Cr8P9C9B2  ,1,0.72,0,0.02,0,0,0,0,0,0.08,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
220,[41],"[41] M. Shi, S. Pang, T. Zhang, Towards improved integrated properties in FeCrPCB bulk metallic glasses by Cr addition, Intermetallics. 61 (2015) 16–20. https://doi.org/10.1016/j.intermet.2015.02.010.",Fe64Cr16P9C9B2 ,0.5,0.64,0,0.02,0,0,0,0,0,0.16,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
221,[42],"[42] S.J. Pang, T. Zhang, K. Asami, A. Inoue, Synthesis of Fe–Cr–Mo–C–B–P bulk metallic glasses with high corrosion resistance, Acta Mater. 50 (2002) 489–497. https://doi.org/10.1016/S1359-6454(01)00366-4.",Fe43Cr16Mo16C15B10,2.7,0.43,0,0.1,0,0,0,0,0,0.16,0.16,0,0.15,0,0,0,0,0,0,0,0,0,0,0
222,[42],"[42] S.J. Pang, T. Zhang, K. Asami, A. Inoue, Synthesis of Fe–Cr–Mo–C–B–P bulk metallic glasses with high corrosion resistance, Acta Mater. 50 (2002) 489–497. https://doi.org/10.1016/S1359-6454(01)00366-4.",Fe43Cr16Mo16C17.5B7.5,2.2,0.43,0,0.075,0,0,0,0,0,0.16,0.16,0,0.175,0,0,0,0,0,0,0,0,0,0,0
223,[42],"[42] S.J. Pang, T. Zhang, K. Asami, A. Inoue, Synthesis of Fe–Cr–Mo–C–B–P bulk metallic glasses with high corrosion resistance, Acta Mater. 50 (2002) 489–497. https://doi.org/10.1016/S1359-6454(01)00366-4.",Fe43Cr16Mo16C15B5P5,2.2,0.43,0,0.05,0,0,0,0,0,0.16,0.16,0.05,0.15,0,0,0,0,0,0,0,0,0,0,0
224,[42],"[42] S.J. Pang, T. Zhang, K. Asami, A. Inoue, Synthesis of Fe–Cr–Mo–C–B–P bulk metallic glasses with high corrosion resistance, Acta Mater. 50 (2002) 489–497. https://doi.org/10.1016/S1359-6454(01)00366-4.",Fe43Cr16Mo16C20B5,1.6,0.43,0,0.05,0,0,0,0,0,0.16,0.16,0,0.2,0,0,0,0,0,0,0,0,0,0,0
225,[42],"[42] S.J. Pang, T. Zhang, K. Asami, A. Inoue, Synthesis of Fe–Cr–Mo–C–B–P bulk metallic glasses with high corrosion resistance, Acta Mater. 50 (2002) 489–497. https://doi.org/10.1016/S1359-6454(01)00366-4.",Fe43Cr16Mo16C10B15,1.2,0.43,0,0.15,0,0,0,0,0,0.16,0.16,0,0.1,0,0,0,0,0,0,0,0,0,0,0
226,[43],"[43] X. Jia, Y. Li, H. Wang, G. Xie, S. Yamaura, W. Zhang, Synthesis and properties of ferromagnetic Fe-based (Fe, Ni, Co)–Mo–P–C–B bulk metallic glasses with large supercooled liquid region, Phys. B Condens. Matter. 470–471 (2015) 107–112. https://doi.org/10.1016/j.physb.2015.05.004.",Fe62.5Co5Mo7.5P10C10B5,4,0.625,0.05,0.05,0,0,0,0,0,0,0.075,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
227,[43],"[43] X. Jia, Y. Li, H. Wang, G. Xie, S. Yamaura, W. Zhang, Synthesis and properties of ferromagnetic Fe-based (Fe, Ni, Co)–Mo–P–C–B bulk metallic glasses with large supercooled liquid region, Phys. B Condens. Matter. 470–471 (2015) 107–112. https://doi.org/10.1016/j.physb.2015.05.004.",Fe60Ni7.5Mo7.5P10C10B5,4,0.6,0,0.05,0,0,0.075,0,0,0,0.075,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
228,[43],"[43] X. Jia, Y. Li, H. Wang, G. Xie, S. Yamaura, W. Zhang, Synthesis and properties of ferromagnetic Fe-based (Fe, Ni, Co)–Mo–P–C–B bulk metallic glasses with large supercooled liquid region, Phys. B Condens. Matter. 470–471 (2015) 107–112. https://doi.org/10.1016/j.physb.2015.05.004.",Fe60Co5Ni2.5Mo7.5P10C10B5,3,0.6,0.05,0.05,0,0,0.025,0,0,0,0.075,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
229,[41],"[41] M. Shi, S. Pang, T. Zhang, Towards improved integrated properties in FeCrPCB bulk metallic glasses by Cr addition, Intermetallics. 61 (2015) 16–20. https://doi.org/10.1016/j.intermet.2015.02.010.",Fe80P9C9B2  ,1.8,0.8,0,0.02,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
230,[41],"[41] M. Shi, S. Pang, T. Zhang, Towards improved integrated properties in FeCrPCB bulk metallic glasses by Cr addition, Intermetallics. 61 (2015) 16–20. https://doi.org/10.1016/j.intermet.2015.02.010.",Fe78Cr2P9C9B2,1.8,0.78,0.02,0.02,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
231,[41],"[41] M. Shi, S. Pang, T. Zhang, Towards improved integrated properties in FeCrPCB bulk metallic glasses by Cr addition, Intermetallics. 61 (2015) 16–20. https://doi.org/10.1016/j.intermet.2015.02.010.",Fe75Cr5P9C9B2 ,1.5,0.75,0.05,0.02,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
232,[41],"[41] M. Shi, S. Pang, T. Zhang, Towards improved integrated properties in FeCrPCB bulk metallic glasses by Cr addition, Intermetallics. 61 (2015) 16–20. https://doi.org/10.1016/j.intermet.2015.02.010.",Fe72Cr8P9C9B2 ,1,0.72,0.08,0.02,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
233,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe71.2B24Y4.8)98Nb2,2,0.69776,0,0.2352,0,0.02,0,0.04704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe71.2B24Y4.8)94Nb6,3,0.66928,0,0.2256,0,0.06,0,0.04512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe71.2B24Y4.8)92Nb8,1,0.65504,0,0.2208,0,0.08,0,0.04416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",(Fe72Nb4B20Si4)99Y1,2,0.7128,0,0.198,0.0396,0.0396,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",(Fe72Nb4B20Si4)95Y5,3,0.684,0,0.19,0.038,0.038,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,[44],"[44] H. Fang, X. Hui, G. Chen, Effects of Mn addition on the magnetic property and corrosion resistance of bulk amorphous steels, J. Alloys Compd. 464 (2008) 292–295. https://doi.org/10.1016/j.jallcom.2007.09.139.",(Fe44Cr10Mo12.5Mn11C15B6Y1.5),5,0.44,0,0.06,0,0,0,0.015,0,0.1,0.125,0,0.15,0,0,0,0,0.11,0,0,0,0,0,0
239,[44],"[44] H. Fang, X. Hui, G. Chen, Effects of Mn addition on the magnetic property and corrosion resistance of bulk amorphous steels, J. Alloys Compd. 464 (2008) 292–295. https://doi.org/10.1016/j.jallcom.2007.09.139.",(Fe44Cr10Mo12.5Mn11C15B6Y1.5)98Mn2,3,0.4312,0,0.0588,0,0,0,0.0147,0,0.098,0.1225,0,0.147,0,0,0,0,0.1278,0,0,0,0,0,0
240,[44],"[44] H. Fang, X. Hui, G. Chen, Effects of Mn addition on the magnetic property and corrosion resistance of bulk amorphous steels, J. Alloys Compd. 464 (2008) 292–295. https://doi.org/10.1016/j.jallcom.2007.09.139.",(Fe44Cr10Mo12.5Mn11C15B6Y1.5)96Mn4,3,0.4224,0,0.0576,0,0,0,0.0144,0,0.096,0.12,0,0.144,0,0,0,0,0.1456,0,0,0,0,0,0
241,[44],"[44] H. Fang, X. Hui, G. Chen, Effects of Mn addition on the magnetic property and corrosion resistance of bulk amorphous steels, J. Alloys Compd. 464 (2008) 292–295. https://doi.org/10.1016/j.jallcom.2007.09.139.",(Fe44Cr10Mo12.5Mn11C15B6Y1.5)92Mn8,2,0.4048,0,0.0552,0,0,0,0.0138,0,0.092,0.115,0,0.138,0,0,0,0,0.1812,0,0,0,0,0,0
242,[45],"[45] H.X. Li, H.Y. Jung, S. Yi, Glass forming ability and magnetic properties of bulk metallic glasses Fe68.7?xC7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Cox (x=0–10), J. Magn. Magn. Mater. 320 (2008) 241–245. https://doi.org/10.1016/j.jmmm.2007.05.025.",Fe68.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0,5,0.687,0,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
243,[45],"[45] H.X. Li, H.Y. Jung, S. Yi, Glass forming ability and magnetic properties of bulk metallic glasses Fe68.7?xC7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Cox (x=0–10), J. Magn. Magn. Mater. 320 (2008) 241–245. https://doi.org/10.1016/j.jmmm.2007.05.025.",Fe67.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Co1,6,0.677,0.01,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
244,[45],"[45] H.X. Li, H.Y. Jung, S. Yi, Glass forming ability and magnetic properties of bulk metallic glasses Fe68.7?xC7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Cox (x=0–10), J. Magn. Magn. Mater. 320 (2008) 241–245. https://doi.org/10.1016/j.jmmm.2007.05.025.",Fe65.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Co3,5,0.657,0.03,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
245,[45],"[45] H.X. Li, H.Y. Jung, S. Yi, Glass forming ability and magnetic properties of bulk metallic glasses Fe68.7?xC7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Cox (x=0–10), J. Magn. Magn. Mater. 320 (2008) 241–245. https://doi.org/10.1016/j.jmmm.2007.05.025.",Fe63.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Co5,5,0.637,0.05,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
246,[45],"[45] H.X. Li, H.Y. Jung, S. Yi, Glass forming ability and magnetic properties of bulk metallic glasses Fe68.7?xC7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Cox (x=0–10), J. Magn. Magn. Mater. 320 (2008) 241–245. https://doi.org/10.1016/j.jmmm.2007.05.025.",Fe61.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Co7,4,0.617,0.07,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
247,[45],"[45] H.X. Li, H.Y. Jung, S. Yi, Glass forming ability and magnetic properties of bulk metallic glasses Fe68.7?xC7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Cox (x=0–10), J. Magn. Magn. Mater. 320 (2008) 241–245. https://doi.org/10.1016/j.jmmm.2007.05.025.",Fe58.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Co10,3,0.587,0.1,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
248,[46],"[46] Z. Han, J. Zhang, Y. Li, Quaternary Fe-based bulk metallic glasses with a diameter of 5mm, Intermetallics. 15 (2007) 1447–1452. https://doi.org/10.1016/j.intermet.2007.05.007.",(Fe73.2B22Y4.8)95Mo5,5,0.6954,0,0.209,0,0,0,0.0456,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
249,[46],"[46] Z. Han, J. Zhang, Y. Li, Quaternary Fe-based bulk metallic glasses with a diameter of 5mm, Intermetallics. 15 (2007) 1447–1452. https://doi.org/10.1016/j.intermet.2007.05.007.",(Fe70.7B24Y5.3)95Mo5,5,0.67165,0,0.228,0,0,0,0.05035,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
250,[12],"[12] Z. Long, H. Wei, Y. Ding, P. Zhang, G. Xie, A. Inoue, A new criterion for predicting the glass-forming ability of bulk metallic glasses, J. Alloys. Compd. 475 (2009) 207–219. https://doi.org/10.1016/j.jallcom.2008.07.087.",Fe79C4Si3B4P10,1,0.79,0,0.04,0.03,0,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
251,[12],"[12] Z. Long, H. Wei, Y. Ding, P. Zhang, G. Xie, A. Inoue, A new criterion for predicting the glass-forming ability of bulk metallic glasses, J. Alloys. Compd. 475 (2009) 207–219. https://doi.org/10.1016/j.jallcom.2008.07.087.",Fe75C4Si3B4P10Mo4,4,0.75,0,0.04,0.03,0,0,0,0,0,0.04,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
252,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Mn10Mo13Cr3W3C15B7,2,0.49,0,0.07,0,0,0,0,0,0.03,0.13,0,0.15,0,0,0,0,0.1,0,0,0,0,0.03,0
253,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Cr15Mo14C15B6Er1,6,0.49,0,0.06,0,0,0,0,0,0.15,0.14,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0
254,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe66.7C7.0Si3.3B5.5P8.7Cr2.3Al2.0Mo4.5,6,0.667,0,0.055,0.033,0,0,0,0,0.023,0.045,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
255,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe48Cr19Mo10C15B6Er2,5,0.48,0,0.06,0,0,0,0,0,0.19,0.1,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
256,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe70.3Ni3.7Mo6P10C7.5B2.5,5,0.703,0,0.025,0,0,0.037,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
257,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe69Ni5Mo6P10C7.5B2.5,5,0.69,0,0.025,0,0,0.05,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
258,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe72B22Y6)98Ta2,4,0.7056,0,0.2156,0,0,0,0.0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
259,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe66.6Ni7.4Mo6P10C7.5B2.5,4,0.666,0,0.025,0,0,0.074,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
260,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Cr15Mo14C13B8Er1,4,0.49,0,0.08,0,0,0,0,0,0.15,0.14,0,0.13,0,0,0,0.01,0,0,0,0,0,0,0
261,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe52.65Co5.85Cr6Mo14C15B6Er0.5,4,0.5265,0.0585,0.06,0,0,0,0,0,0.06,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
262,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Cr15Mo14C17B4Er1,4,0.49,0,0.04,0,0,0,0,0,0.15,0.14,0,0.17,0,0,0,0.01,0,0,0,0,0,0,0
